,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level
2283,Stream Bank Erosion,3309708.82506744,2508.24207828123,1106.10144021358,020401050602,wikisrat,12
2284,Septic Systems,,950.192442124245,0.0,020401050602,wikisrat,12
2285,Point Sources,,52522.9289139963,5830.34787628167,020401050602,wikisrat,12
2286,Open Land,1628.91021858499,104.330875628693,4.03220670466497,020401050602,wikisrat,12
2287,Medium-Density Mixed,36511.568751399,735.324620164381,72.2106123221809,020401050602,wikisrat,12
2288,Low-Density Open Space,27725.6398173958,696.481490905262,71.4227863221144,020401050602,wikisrat,12
2289,Low-Density Mixed,13940.5942622386,349.349069567156,36.0043342994881,020401050602,wikisrat,12
2290,High-Density Mixed,8500.63641984383,171.85592863949,16.742831128183,020401050602,wikisrat,12
2291,Hay/Pasture,53580.8411061138,1337.2634839435,636.231216966225,020401050602,wikisrat,12
2292,Farm Animals,,2480.67742222952,555.553156249467,020401050602,wikisrat,12
2293,Cropland,1694717.49510568,14532.1845059954,3728.99224129675,020401050602,wikisrat,12
2294,Barren Areas,20.9960149899179,34.8235346333592,1.1015487997438,020401050602,wikisrat,12
2295,Wooded Areas,4806.99639393613,382.949009126632,20.0032240577856,020401050603,wikisrat,12
2296,Wetlands,349.120018771776,118.7762848369,4.66392101533547,020401050603,wikisrat,12
2297,Subsurface Flow,,275941.899541582,2076.91864193163,020401050603,wikisrat,12
2298,Stream Bank Erosion,4820673.81303967,3452.53795399895,1415.52494586162,020401050603,wikisrat,12
2299,Septic Systems,,951.545779190231,0.0,020401050603,wikisrat,12
2300,Point Sources,,1112.87110337558,4417.43642697035,020401050603,wikisrat,12
2301,Open Land,2134.35755020504,42.0919569934896,3.30754944609996,020401050603,wikisrat,12
2302,Medium-Density Mixed,31826.0457170135,784.77197935619,66.6061402927636,020401050603,wikisrat,12
2303,Low-Density Open Space,30240.8632279635,834.4298645849,70.8665049336024,020401050603,wikisrat,12
2304,Low-Density Mixed,15952.0789458623,435.756158492639,37.7925539791142,020401050603,wikisrat,12
2305,High-Density Mixed,16711.1419003906,422.591049407852,33.9889767045882,020401050603,wikisrat,12
2306,Hay/Pasture,67970.7406066737,1055.09834802987,369.291033678669,020401050603,wikisrat,12
2307,Farm Animals,,3628.86125133944,672.21198135066,020401050603,wikisrat,12
2308,Cropland,3993931.04624694,29094.8136712968,6410.68239536787,020401050603,wikisrat,12
2309,Barren Areas,379.609643361647,97.5242680552334,2.85246860799119,020401050603,wikisrat,12
2310,Wooded Areas,10573.9122888269,239.047007934531,23.2615463351785,020401050604,wikisrat,12
2311,Wetlands,264.151836121794,30.7267808157264,1.66110426361074,020401050604,wikisrat,12
2312,Subsurface Flow,,24410.2179450705,514.863860135319,020401050604,wikisrat,12
2313,Stream Bank Erosion,1209441.40736925,688.670460869117,403.024071855466,020401050604,wikisrat,12
2314,Septic Systems,,110.565085744591,0.0,020401050604,wikisrat,12
2315,Point Sources,,0.0,0.0,020401050604,wikisrat,12
2316,Open Land,1577.16986868897,24.3885514277934,2.65005818810796,020401050604,wikisrat,12
2317,Medium-Density Mixed,3759.20028407368,75.4386426538011,6.34899625955987,020401050604,wikisrat,12
2318,Low-Density Open Space,15315.717234273,366.628635564517,33.1394652149922,020401050604,wikisrat,12
2319,Low-Density Mixed,2441.20849363262,58.4878150205733,5.27711960939072,020401050604,wikisrat,12
2320,High-Density Mixed,414.162070947601,8.32756402221747,0.697975644903257,020401050604,wikisrat,12
2321,Hay/Pasture,77711.3918329121,905.302437802677,432.18849082387,020401050604,wikisrat,12
2322,Farm Animals,,1623.33595224233,322.082573553558,020401050604,wikisrat,12
2323,Cropland,1140238.15297362,5541.22039381291,1856.91714252543,020401050604,wikisrat,12
2324,Barren Areas,3.01429808061483,1.05549978208819,0.032669010634442,020401050604,wikisrat,12
2325,Wooded Areas,7990.43095078097,273.982253343383,20.0101859102767,020401050605,wikisrat,12
2326,Wetlands,86.1999668618218,24.0104998193511,1.04292022709144,020401050605,wikisrat,12
2327,Subsurface Flow,,96790.6548554522,850.35644856172,020401050605,wikisrat,12
2328,Stream Bank Erosion,4111334.48111409,2789.78247004645,1189.5998706606,020401050605,wikisrat,12
2329,Septic Systems,,1693.84218758952,0.0,020401050605,wikisrat,12
2330,Point Sources,,84657.5780078353,19165.0610500992,020401050605,wikisrat,12
2331,Open Land,1821.79034485249,27.0587929875556,2.7786915400144,020401050605,wikisrat,12
2332,Medium-Density Mixed,51301.0872862269,1288.74949864486,95.3488805663073,020401050605,wikisrat,12
2333,Low-Density Open Space,30705.1844420218,889.379317521725,71.2614399323814,020401050605,wikisrat,12
2334,Low-Density Mixed,18929.0972829001,560.801844861385,42.6763023113794,020401050605,wikisrat,12
2335,High-Density Mixed,21498.8254009662,548.075626508541,39.2265538590554,020401050605,wikisrat,12
2336,Hay/Pasture,62252.6007392477,592.069750552217,227.483086692439,020401050605,wikisrat,12
2337,Farm Animals,,2431.84814658398,454.353649174316,020401050605,wikisrat,12
2338,Cropland,2546093.32741617,13220.7366593764,3470.0677004979,020401050605,wikisrat,12
2339,Barren Areas,109.100526185298,17.5599756509042,0.58159963460046,020401050605,wikisrat,12
2340,Wooded Areas,10296.8909149003,1361.03987651226,69.1108555931864,020401050701,wikisrat,12
2341,Wetlands,1583.34423697248,427.345968476177,19.1693624057068,020401050701,wikisrat,12
2342,Subsurface Flow,,34312.3784212625,560.585763811068,020401050701,wikisrat,12
2343,Stream Bank Erosion,3729324.81036599,2187.57545134716,1224.65559767803,020401050701,wikisrat,12
2344,Septic Systems,,1721.50987194108,0.0,020401050701,wikisrat,12
2345,Point Sources,,53272.9459673691,728.910576153675,020401050701,wikisrat,12
2346,Open Land,1571.52489129866,69.7361043929618,3.3726737893176,020401050701,wikisrat,12
2347,Medium-Density Mixed,52652.9860948769,1312.69834521288,99.8820269730602,020401050701,wikisrat,12
2348,Low-Density Open Space,28087.0676433954,792.854437235792,64.8499836478527,020401050701,wikisrat,12
2349,Low-Density Mixed,15113.8113305871,429.306224335029,34.5566404677911,020401050701,wikisrat,12
2350,High-Density Mixed,22936.0173841423,576.779874759122,43.026378241157,020401050701,wikisrat,12
2351,Hay/Pasture,66821.375866676,2249.10598830646,965.744914493656,020401050701,wikisrat,12
2352,Farm Animals,,2418.44650643011,432.012905716598,020401050701,wikisrat,12
2353,Cropland,939170.968194607,7029.38194692576,1729.29566717319,020401050701,wikisrat,12
2354,Barren Areas,11.3247427777943,8.72242823285112,0.266244368217587,020401050701,wikisrat,12
2355,Wetlands,498.909208326302,116.045177601639,5.36506408395349,020401050702,wikisrat,12
2356,Subsurface Flow,,29968.8189191275,570.679415767076,020401050702,wikisrat,12
2357,Stream Bank Erosion,1929699.73568122,1170.91038781555,640.522761651577,020401050702,wikisrat,12
2358,Septic Systems,,305.943258459654,0.0,020401050702,wikisrat,12
2359,Point Sources,,9802.54583156547,731.694239180581,020401050702,wikisrat,12
2360,Open Land,1137.21009450558,50.4127786861166,2.40808751648819,020401050702,wikisrat,12
2361,Medium-Density Mixed,9355.31969515482,225.274086245075,16.2305278811655,020401050702,wikisrat,12
2362,Wooded Areas,11572.4814690809,1400.88382104143,66.1109962288521,020401050702,wikisrat,12
2363,Low-Density Mixed,5663.0190026,152.145442228614,12.2012934218275,020401050702,wikisrat,12
2364,High-Density Mixed,2666.11715944611,64.8487841180339,4.56780426442979,020401050702,wikisrat,12
2365,Hay/Pasture,89102.3904672533,3093.45061518187,1475.3642597496,020401050702,wikisrat,12
2366,Farm Animals,,2278.91977409399,452.289744113564,020401050702,wikisrat,12
2367,Cropland,861406.018561,6273.63643773889,1762.78438381024,020401050702,wikisrat,12
2368,Barren Areas,9.1084387805392,6.82225573356792,0.174755992432014,020401050702,wikisrat,12
2369,Low-Density Open Space,19526.5186734926,524.779855524936,41.9908022688116,020401050702,wikisrat,12
2370,Wooded Areas,6171.9873431009,571.026837799551,37.8057079783149,020401050703,wikisrat,12
2371,Wetlands,190.828686513578,46.3403915370221,2.63118883534994,020401050703,wikisrat,12
2372,Subsurface Flow,,25681.237270099,464.663092699428,020401050703,wikisrat,12
2373,Stream Bank Erosion,1560159.94040381,1000.41883674265,582.448877871447,020401050703,wikisrat,12
2374,Septic Systems,,539.165927344637,0.0,020401050703,wikisrat,12
2375,Point Sources,,5160.22441224496,270.759509635478,020401050703,wikisrat,12
2376,Open Land,369.653038426422,10.3340162477949,0.742842493439191,020401050703,wikisrat,12
2377,Medium-Density Mixed,19816.8252376491,393.557665238265,38.7350775928365,020401050703,wikisrat,12
2378,Low-Density Open Space,18769.1361639996,459.460609719452,48.1497836704854,020401050703,wikisrat,12
2379,Low-Density Mixed,7951.35309557747,195.269283675829,20.3254665734576,020401050703,wikisrat,12
2380,High-Density Mixed,4179.94413363025,82.905255770391,8.18201330310143,020401050703,wikisrat,12
2381,Hay/Pasture,121005.864851077,3188.45855472217,1773.8166369736,020401050703,wikisrat,12
2382,Farm Animals,,1465.40948291395,341.139433644844,020401050703,wikisrat,12
2383,Cropland,1513849.09625534,8877.94165094272,3070.81199577826,020401050703,wikisrat,12
2384,Barren Areas,1.8034486827043,0.960894145422997,0.0339946051479987,020401050703,wikisrat,12
2385,Wooded Areas,1896.71885515626,139.750533337276,4.74794342337236,020401050801,wikisrat,12
2386,Wetlands,2233.4870667163,658.353742979167,22.0939070211308,020401050801,wikisrat,12
2387,Subsurface Flow,,74373.7531267859,486.809411472172,020401050801,wikisrat,12
2388,Stream Bank Erosion,4116765.94054124,1532.90185220978,815.452010644769,020401050801,wikisrat,12
2389,Septic Systems,,834.479527742791,0.0,020401050801,wikisrat,12
2390,Point Sources,,1215.5899672674,13.9765586652971,020401050801,wikisrat,12
2391,Open Land,279.423768341408,15.0596498248265,0.463435455022617,020401050801,wikisrat,12
2392,Medium-Density Mixed,24976.4242658813,603.761424361581,43.8577119528416,020401050801,wikisrat,12
2393,Low-Density Open Space,22495.1635013185,707.617070441773,46.9191475586851,020401050801,wikisrat,12
2394,Low-Density Mixed,13532.1369695152,413.899403553186,28.9411827977103,020401050801,wikisrat,12
2395,High-Density Mixed,7806.68664787699,185.541269947681,13.9551768326997,020401050801,wikisrat,12
2396,Hay/Pasture,5478.48619107826,95.0150969179261,20.8051475898555,020401050801,wikisrat,12
2397,Farm Animals,,1082.19484783139,157.369706624574,020401050801,wikisrat,12
2398,Cropland,1839783.91602397,11602.674985616,1842.83834542363,020401050801,wikisrat,12
2399,Barren Areas,1.05423922033389,1.68528390694443,0.0295026168537945,020401050801,wikisrat,12
2400,Wooded Areas,756.185890340613,36.3134535298751,2.26703635520306,020401050802,wikisrat,12
2401,Wetlands,1397.55510145033,283.960740795104,14.1502922626455,020401050802,wikisrat,12
2402,Subsurface Flow,,17601.9516032404,197.73138410357,020401050802,wikisrat,12
2403,Stream Bank Erosion,1833552.16812004,755.119608538575,420.4741792666,020401050802,wikisrat,12
2404,Septic Systems,,1456.01043139174,0.0,020401050802,wikisrat,12
2405,Point Sources,,0.0,0.0,020401050802,wikisrat,12
2406,Open Land,167.332639765982,3.54795631875186,0.220469929889658,020401050802,wikisrat,12
2407,Medium-Density Mixed,48308.7133043012,1047.60677973044,93.7103280301597,020401050802,wikisrat,12
2408,Low-Density Open Space,16887.3381282685,487.049952069819,44.9013235638389,020401050802,wikisrat,12
2409,Low-Density Mixed,21288.619826711,611.304435834097,56.8815725592841,020401050802,wikisrat,12
2410,High-Density Mixed,14243.5643608317,308.321502379307,27.6880514711433,020401050802,wikisrat,12
2411,Hay/Pasture,1747.37069049665,24.8041486898377,9.24441597794242,020401050802,wikisrat,12
2412,Farm Animals,,203.180283618984,46.7881947082378,020401050802,wikisrat,12
2413,Cropland,453357.547192172,1749.57742008266,513.234122958213,020401050802,wikisrat,12
2414,Barren Areas,1.70635057615208,0.931662873558775,0.0283791362049623,020401050802,wikisrat,12
2415,Wetlands,1826.35091171243,629.805067085913,22.3293943468026,020401050803,wikisrat,12
2416,Subsurface Flow,,94866.5172172986,834.259134109059,020401050803,wikisrat,12
2417,Stream Bank Erosion,15804105.6863562,7126.54197896834,3494.66810333009,020401050803,wikisrat,12
2418,Septic Systems,,6915.9298114309,0.0,020401050803,wikisrat,12
2419,Point Sources,,188041.21539301,30175.5858713057,020401050803,wikisrat,12
2420,Open Land,929.233055006864,41.9652875920638,1.53064065431203,020401050803,wikisrat,12
2421,Medium-Density Mixed,211696.221145726,5195.79673701618,429.4067495755,020401050803,wikisrat,12
2422,Wooded Areas,1681.87004575118,144.598916965334,5.88669178556967,020401050803,wikisrat,12
2423,Low-Density Mixed,58407.7227489981,1828.04148093652,141.29739503049,020401050803,wikisrat,12
2424,High-Density Mixed,105264.752427065,2530.2487223309,218.525552321074,020401050803,wikisrat,12
2425,Hay/Pasture,12816.2004030088,290.865819784533,62.4647389862653,020401050803,wikisrat,12
2426,Farm Animals,,651.691349335796,91.4426893055461,020401050803,wikisrat,12
2427,Cropland,258139.168350867,2344.70749429538,315.037671073538,020401050803,wikisrat,12
2428,Barren Areas,6.03478210491297,5.3020585545068,0.151399776718811,020401050803,wikisrat,12
2429,Low-Density Open Space,46879.6840382441,1518.651857407,108.8389140842,020401050803,wikisrat,12
2430,Wooded Areas,4106.59415813761,132.661401662248,9.51753700928435,020401050901,wikisrat,12
2431,Wetlands,370.520793486862,62.098853216435,2.79181111270197,020401050901,wikisrat,12
2432,Subsurface Flow,,28837.0725678622,327.072219059242,020401050901,wikisrat,12
2433,Stream Bank Erosion,998215.684525925,544.166653986228,290.57442688585,020401050901,wikisrat,12
2434,Septic Systems,,62.9855061018431,0.0,020401050901,wikisrat,12
2435,Point Sources,,2737.48883921182,47.2703204909628,020401050901,wikisrat,12
2436,Open Land,351.236957845686,6.31839119540761,0.551758966942111,020401050901,wikisrat,12
2437,Medium-Density Mixed,2074.09524410118,45.3549320544636,3.58629837864435,020401050901,wikisrat,12
2438,Low-Density Open Space,11495.3853969226,291.305104256349,24.2259955082959,020401050901,wikisrat,12
2439,Low-Density Mixed,2395.64233476277,60.4726715723714,5.07032626322929,020401050901,wikisrat,12
2440,High-Density Mixed,429.228495183046,9.46208536181374,0.735607972485777,020401050901,wikisrat,12
2441,Hay/Pasture,189494.078889744,1498.6603032891,602.397292185116,020401050901,wikisrat,12
2442,Farm Animals,,1405.04133794678,289.441842655024,020401050901,wikisrat,12
2443,Cropland,455292.841338815,2206.44884683926,641.392054090188,020401050901,wikisrat,12
2444,Barren Areas,3.44587749857758,2.10287071723119,0.0586191082235329,020401050901,wikisrat,12
2445,Wetlands,381.330074711718,49.3648068264482,3.01806254300063,020401050902,wikisrat,12
2446,Subsurface Flow,,21541.0686864806,321.467793819935,020401050902,wikisrat,12
2447,Stream Bank Erosion,781979.782460939,482.448945531317,259.019720756568,020401050902,wikisrat,12
2448,Septic Systems,,95.5122420310421,0.0,020401050902,wikisrat,12
2449,Point Sources,,125.330272618877,15.538082923524,020401050902,wikisrat,12
2450,Open Land,498.856671336647,10.3577429662779,0.846850173248735,020401050902,wikisrat,12
2451,Medium-Density Mixed,3502.99925006756,69.9222234283911,7.08466280225056,020401050902,wikisrat,12
2452,Wooded Areas,2786.56059319466,174.149657582036,12.3637856603806,020401050902,wikisrat,12
2453,Low-Density Mixed,2780.52940908494,65.6880962041389,7.03104652627559,020401050902,wikisrat,12
2454,High-Density Mixed,860.039185269014,17.1609976122089,1.74005184055035,020401050902,wikisrat,12
2455,Hay/Pasture,317915.967314502,1892.55272900551,987.592224671991,020401050902,wikisrat,12
2456,Farm Animals,,1177.77947091656,314.338765341561,020401050902,wikisrat,12
2457,Cropland,1278450.44429002,6022.16212288823,2138.07060223115,020401050902,wikisrat,12
2458,Barren Areas,0.437991390594155,0.342755454948574,0.011887396154961,020401050902,wikisrat,12
2459,Low-Density Open Space,8404.70804532461,198.693919751554,21.23665748738,020401050902,wikisrat,12
2460,Wetlands,262.035395329364,52.4806338513045,2.35263667316856,020401050903,wikisrat,12
2461,Subsurface Flow,,8450.97529556031,276.763983029573,020401050903,wikisrat,12
2462,Stream Bank Erosion,735642.584389093,356.098458952644,232.205870108703,020401050903,wikisrat,12
2463,Septic Systems,,105.406588655769,0.0,020401050903,wikisrat,12
2464,Point Sources,,0.0,0.0,020401050903,wikisrat,12
2465,Open Land,2183.26880662691,33.0374377475506,3.61911645690649,020401050903,wikisrat,12
2466,Medium-Density Mixed,3371.51734576938,77.8195163550011,5.98034341284546,020401050903,wikisrat,12
2467,Wooded Areas,11104.7985614052,763.562351007621,42.9686469946119,020401050903,wikisrat,12
2468,Low-Density Mixed,1574.88939535649,38.9820384354085,3.20312635008107,020401050903,wikisrat,12
2469,High-Density Mixed,965.111633175521,22.2712182090057,1.7123100542987,020401050903,wikisrat,12
2470,Hay/Pasture,58627.4010963254,1280.89549341394,554.328599401829,020401050903,wikisrat,12
