,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
1162,Medium-Density Mixed,5170.88974521108,106.255371481951,9.20999463040949,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1163,Low-Density Open Space,14348.200799257,361.726380315561,33.6015763007297,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1164,Low-Density Mixed,4664.62922944577,118.750522741247,10.8023322361422,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1165,High-Density Mixed,849.472346599096,17.4855856726173,1.50984787019966,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1166,Hay/Pasture,121357.573309149,1120.46290189566,549.813461061617,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1167,Farm Animals,,1156.38197276067,221.52889345712,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1168,Cropland,1173.87106675999,16.7012120431993,4.06777012423857,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1169,Barren Areas,3.33655964546947,3.89879632932946,0.115972859602281,020401030504,wikisrat,12,020401030504,12,Ariel Creek,PA,10311.44,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1170,Wooded Areas,4773.43704899634,2691.83124496418,30.8076228012957,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1171,Wetlands,287.171317775097,522.990362028512,4.83358775343084,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1172,Subsurface Flow,,27300.0201579327,174.063042636597,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1173,Stream Bank Erosion,3431704.84930153,1177.82851570004,552.021717335055,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1174,Septic Systems,,498.17427251089,0.0,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1175,Point Sources,,3979.5059356282,49.6693830165517,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1176,Open Land,250.295158206377,97.4965968317432,0.741462749348801,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1177,Medium-Density Mixed,10193.9767232899,385.210587166176,10.486478192852,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1178,Low-Density Open Space,22914.7089981642,1090.54996630833,25.022541990357,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1179,Low-Density Mixed,5224.4292705424,239.577693893523,6.09576623893834,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1180,High-Density Mixed,2635.23542423851,82.6498400897907,3.40140967671201,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1181,Hay/Pasture,43626.3601288567,1429.38493156806,101.953486749518,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1182,Farm Animals,,2805.42405054553,87.6065692948954,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1183,Cropland,937.375746969376,56.9192844407418,1.53356628097128,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1184,Barren Areas,15.7528826853329,44.5639625857269,0.731000150684365,020401030505,wikisrat,12,020401030505,12,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1185,Wooded Areas,6725.6353119789,1842.55990356985,78.7456873799051,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1186,Wetlands,342.514721116972,262.673806051445,10.3510234893274,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1187,Subsurface Flow,,16063.9072862794,494.404093374829,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1188,Stream Bank Erosion,3144616.37447879,2328.19873987888,803.604081184001,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1189,Septic Systems,,633.299232540066,0.0,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1190,Point Sources,,4304.98246211755,1245.22355923554,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1191,Open Land,1301.18152452903,93.6913359436062,2.82347872093628,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1192,Medium-Density Mixed,20582.4062320618,521.160959579498,41.399118916089,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1193,Low-Density Open Space,19394.366018205,523.215469035249,42.8408874878181,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1194,Low-Density Mixed,7087.46687194885,189.033851226799,15.8552780567926,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1195,High-Density Mixed,10942.270278321,278.176476978939,21.8961532463987,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1196,Hay/Pasture,220436.131823829,3836.63608643491,1219.05388779167,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1197,Farm Animals,,3224.44293650821,522.912508259243,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1198,Cropland,2935.94075940273,93.8964257411956,12.4093085962187,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1199,Barren Areas,22.6836372365118,15.10645502232,0.404942761654873,020401030601,wikisrat,12,020401030601,12,Carley Brook-Lackawaxen River,PA,27871.83,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1200,Wooded Areas,5857.58073090743,1184.3874429309,61.1193910732123,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1201,Wetlands,459.668354219047,357.810062848766,16.554649921079,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1202,Subsurface Flow,,12655.7610209011,279.651862358375,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1203,Stream Bank Erosion,653756.257386809,480.011921722195,178.290142353958,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1204,Septic Systems,,44.7645851124467,0.0,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1205,Point Sources,,0.0,0.0,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1206,Open Land,732.494081628639,43.8657477596652,1.55989719710925,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1207,Medium-Density Mixed,1680.42625152594,33.2782913161711,2.89959739865967,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1208,Low-Density Open Space,8356.46907416984,204.276539581485,18.8108649642082,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1209,Low-Density Mixed,1898.61291433527,46.2484466479942,4.28764695503842,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1210,High-Density Mixed,187.234160598421,3.67201241859528,0.326606648943777,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1211,Hay/Pasture,8080.2048818085,98.5624707933868,35.5411444412587,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1212,Farm Animals,,41.7328381902422,9.30852936905801,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1213,Cropland,0.0,0.0,0.0,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1214,Barren Areas,2.1429485220629,4.3210550780609,0.126835887617371,020401030602,wikisrat,12,020401030602,12,Blooming Grove Creek,PA,19205.9,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1215,Wooded Areas,7510.73347288722,1805.06240502982,59.6866137838339,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1216,Wetlands,245.083086377744,272.125740756712,7.69267676171847,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1217,Subsurface Flow,,22570.5978590732,440.575771925786,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1218,Stream Bank Erosion,2245011.92319441,1414.58869272265,464.847605651488,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1219,Septic Systems,,175.305911321362,0.0,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1220,Point Sources,,1118.60844037775,180.097297726236,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1221,Open Land,948.255877504236,122.729880854988,2.33969205950812,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1222,Medium-Density Mixed,5005.85393102617,131.871088644999,6.92834743965552,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1223,Low-Density Open Space,19124.6772901639,564.303795651066,34.9819654833644,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1224,Low-Density Mixed,3780.4301078959,112.545839096595,6.84522345343119,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1225,High-Density Mixed,790.435581193969,21.4808819770156,1.05603589321244,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1226,Hay/Pasture,17297.5924884318,394.326949948625,79.1267433953962,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1227,Farm Animals,,619.871526196564,67.8909182822811,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1228,Cropland,999.713169576769,27.6366441443157,2.89387661921201,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1229,Barren Areas,4.57574400143904,8.05305539362912,0.148222267291794,020401030603,wikisrat,12,020401030603,12,Lackawaxen River-Delaware River,PA,33611.61,2019_2019,"14737,14777",nhdhr,NASA_NLDAS_2000_2019
1230,Wetlands,57.1676182009677,36.6580721362806,1.95818030595816,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1231,Subsurface Flow,,7037.23937515646,282.474497711008,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1232,Stream Bank Erosion,938131.008124823,732.43797959803,249.088219782326,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1233,Septic Systems,,515.771904830894,0.0,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1234,Point Sources,,0.0,0.0,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1235,Open Land,2512.43220502131,45.7554659169485,3.43117072718796,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1236,Medium-Density Mixed,18700.1719899388,390.47166208765,39.5678601656711,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1237,Wooded Areas,4110.91307266465,562.899276052313,32.9810570977453,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1238,Low-Density Mixed,5401.15479543438,132.917086474362,14.1482145121852,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1239,High-Density Mixed,6309.95441485388,131.751430546211,13.3517915721886,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1240,Hay/Pasture,35364.7135041622,375.531564497824,153.105664738529,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1241,Farm Animals,,413.272404511918,95.0803210990643,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1242,Cropland,0.0,0.0,0.0,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1243,Barren Areas,4.67044152712844,2.46849722822149,0.0858732383062025,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1244,Low-Density Open Space,10993.5018090218,270.554111320947,28.7955061371454,020401040101,wikisrat,12,020401040101,12,Middle Mongaup River,NY,11865.66,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1245,Wooded Areas,3853.13837191853,1102.1134663902,54.6490009911987,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1246,Wetlands,284.069436884577,274.325483576307,12.7607517524611,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1247,Subsurface Flow,,9064.1595094932,325.182977275417,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1248,Stream Bank Erosion,1200604.29272581,950.40812998176,307.433313764895,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1249,Septic Systems,,367.297325692967,0.0,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1250,Point Sources,,0.0,0.0,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1251,Open Land,795.922076162663,77.8662282055962,2.15911951014067,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1252,Medium-Density Mixed,13065.1859763088,274.042546665369,24.8665000753685,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1253,Low-Density Open Space,11183.3326922467,282.898045356891,26.8672516152345,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1254,Low-Density Mixed,4265.1743004799,107.414500417723,10.3046610394183,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1255,High-Density Mixed,3095.82346034491,65.4689598644139,5.83550631099518,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1256,Hay/Pasture,39043.6381137886,879.573900914961,332.633974444948,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1257,Farm Animals,,575.151508493058,118.012762241364,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1258,Cropland,0.0,0.0,0.0,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1259,Barren Areas,6.95145318662314,8.19111658014255,0.254189515283931,020401040102,wikisrat,12,020401040102,12,East Mongaup River,NY,16685.55,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1260,Wooded Areas,5208.88395756219,1197.28570541305,59.6621997341553,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1261,Wetlands,211.671590392585,180.380320853387,8.43875177823226,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1262,Subsurface Flow,,9337.25331063244,332.713545813228,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1263,Stream Bank Erosion,1085182.29747663,845.371858586565,270.624776419265,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1264,Septic Systems,,180.658747392764,0.0,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1265,Point Sources,,0.0,0.0,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1266,Open Land,668.145849658189,53.3460418043794,1.60068333300988,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
1267,Medium-Density Mixed,6285.43109645116,135.944829733014,12.2167526047623,020401040103,wikisrat,12,020401040103,12,West Branch Mongaup River,NY,17286.62,2019_2019,"14734,14777",nhdhr,NASA_NLDAS_2000_2019
