,Source,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
1501,Cropland,0.0,0.0,0.0,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1502,Farm Animals,0.0,413.49397741129025,96.21149845212466,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1503,Hay/Pasture,35574.134099588526,375.7329029289485,154.9271737382413,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1504,High-Density Mixed,6345.822515701227,131.81924397395278,13.50425312926702,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1505,Low-Density Mixed,5432.234853945207,132.98633976012823,14.311764594616298,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1506,Low-Density Open Space,11057.43128768433,270.6965647905128,29.131905719347113,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1507,Medium-Density Mixed,18807.175600969364,390.6739690357068,40.02268568552927,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1508,Open Land,2541.2943401015127,45.77915740649757,3.4705870795231286,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1509,Point Sources,0.0,0.0,0.0,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1510,Septic Systems,0.0,516.0425371200001,0.0,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1511,Stream Bank Erosion,943590.0,741.0,252.0,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1512,Subsurface Flow,0.0,7040.950498589158,285.77975553097167,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1513,Wetlands,57.519242911889044,36.67848568867675,1.9823786240610648,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1514,Wooded Areas,4135.416469211096,563.2030675181006,33.375982140923526,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1515,Barren Areas,7.317440852279683,8.229613318567168,0.28148997400830866,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1516,Cropland,0.0,0.0,0.0,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1517,Farm Animals,0.0,578.5809020445587,134.4019764768709,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1518,Hay/Pasture,41674.971529731956,884.818440865432,378.82905848201636,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1519,High-Density Mixed,3326.227561221206,65.89812542635072,6.734981390522469,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1520,Low-Density Mixed,4540.196823885262,108.02993122439723,11.666821498824104,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1521,Low-Density Open Space,11962.452377803835,284.635877645364,30.73959169474727,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1522,Medium-Density Mixed,13912.078767964887,275.62152460068916,28.169326927026518,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1523,Open Land,929.1966876238582,78.41901440009798,2.5206571812649963,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1524,Point Sources,0.0,0.0,0.0,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1525,Septic Systems,0.0,369.5119401599999,0.0,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1526,Stream Bank Erosion,1281327.0,1082.0,350.0,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1527,Subsurface Flow,0.0,9117.938218821528,370.08102182275616,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1528,Wetlands,306.0685858082683,276.1899426687147,14.816236736048351,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1529,Wooded Areas,4108.025007656236,1108.5608385941903,62.10242154175451,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1530,Barren Areas,7.612927020761232,12.041840600227243,0.40864473931557904,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1531,Cropland,2696.191569788715,35.446503143621456,6.358194513803895,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1532,Farm Animals,0.0,604.9964639008297,140.34810932105205,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1533,Hay/Pasture,60386.885158325545,987.4751718964633,409.7817156129116,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1534,High-Density Mixed,1943.595620842589,39.46756077471841,4.038784123006927,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1535,Low-Density Mixed,3029.0617087188907,68.91139623690059,7.484762470233029,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1536,Low-Density Open Space,12316.192486361559,280.19436451710936,30.43311235051502,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1537,Medium-Density Mixed,6737.798152254309,136.82087735235714,14.00111829309068,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1538,Open Land,767.44253514383,53.68960412235318,1.8385693418226279,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1539,Point Sources,0.0,0.0,0.0,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1540,Septic Systems,0.0,181.57052231999998,0.0,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1541,Stream Bank Erosion,1157278.0,959.0,307.0,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1542,Subsurface Flow,0.0,9397.490986796189,381.4275753464335,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1543,Wetlands,227.89081814692645,181.6101371161762,9.760879964008872,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1544,Wooded Areas,5583.158647931839,1204.9764026696782,68.37972936582027,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1545,Barren Areas,25.22565387989078,67.09985621524658,2.261988697432122,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1546,Cropland,0.0,5.238352044406545,0.7123709300563235,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1547,Farm Animals,0.0,1050.7403602913405,244.13752832748946,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1548,Hay/Pasture,26268.274571739923,647.5651086086677,285.0241620534944,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1549,High-Density Mixed,7323.349099181298,148.7552348649877,15.222442568267969,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1550,Low-Density Mixed,8143.732195339309,194.88053029706796,21.031436500360623,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1551,Low-Density Open Space,20364.12091905141,487.31596134872706,52.59096268413707,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1552,Medium-Density Mixed,25334.12992260951,514.598497995841,52.65996916725916,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1553,Open Land,458.42875570866494,88.0087199397517,2.239693789637216,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1554,Point Sources,0.0,5716.178539267697,230.61953761612486,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1555,Septic Systems,0.0,686.4639922799998,0.0,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1556,Stream Bank Erosion,2964157.0,2334.0,822.0,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1557,Subsurface Flow,0.0,16435.42130357205,667.0847470273362,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1558,Wetlands,372.33935594447814,410.8609770003334,21.97546257214293,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1559,Wooded Areas,3569.9834410781564,2056.2804252173037,111.59259118208448,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1560,Barren Areas,0.5417822255076532,2.198419388469222,0.07381931153879125,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1561,Cropland,3963.3301406329715,88.85695593849616,14.633428001797359,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1562,Farm Animals,0.0,863.1401366897246,200.37207734310329,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1563,Hay/Pasture,50323.93972896115,1017.1249116908898,438.81760795636256,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1564,High-Density Mixed,872.81777803657,17.690149036902266,1.8101040817578122,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1565,Low-Density Mixed,1615.0616942468748,36.60363388007325,3.9776379250096285,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1566,Low-Density Open Space,6830.841670001655,154.8136696400832,16.82326748453081,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1567,Medium-Density Mixed,3067.6977786873563,62.17567087970061,6.3619834638252515,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1568,Open Land,349.1260032190332,65.30465310419301,1.6689780540932944,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1569,Point Sources,0.0,0.0,0.0,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1570,Septic Systems,0.0,84.41436564,0.0,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1571,Stream Bank Erosion,1091082.0,924.0,302.0,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1572,Subsurface Flow,0.0,16100.117264199816,653.4753477822278,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1573,Wetlands,351.92066824506236,387.7458052564153,20.734565800545266,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1574,Wooded Areas,2244.5904184429164,1022.5032056297077,55.900911867883785,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1575,Barren Areas,0.7900781865994991,4.004151137583809,0.13425568104047436,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1576,Cropland,0.0,0.0,0.0,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1577,Farm Animals,0.0,439.90953926756123,102.15763129630574,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1578,Hay/Pasture,5269.539509595096,91.34681209114777,38.55631589768513,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1579,High-Density Mixed,1108.8804287507012,21.716996898740103,2.2182219417365787,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1580,Low-Density Mixed,2748.53944000045,66.65799587596986,7.181853383983488,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1581,Low-Density Open Space,6087.954319084697,147.64599262747862,15.907647054920254,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1582,Medium-Density Mixed,5103.52197328636,99.95051584721347,10.209166045100881,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1583,Open Land,624.3134173556718,107.73435920294625,2.805081077557864,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1584,Point Sources,0.0,0.0,0.0,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1585,Septic Systems,0.0,133.78880592000002,0.0,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1586,Stream Bank Erosion,421231.0,391.0,118.0,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1587,Subsurface Flow,0.0,7050.21103939875,286.1556245403022,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1588,Wetlands,263.75880665548465,238.44981183012277,12.792815893518158,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1589,Wooded Areas,2783.1488136033713,925.2965580277964,51.26208524880273,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1590,Barren Areas,6.05548094200019,6.4172084433298835,0.21991721186463378,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1591,Cropland,0.0,0.0,0.0,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1592,Farm Animals,0.0,1034.1217517977773,235.28171815687617,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1593,Hay/Pasture,2757.368034837833,80.66422522621673,35.22947661263516,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1594,High-Density Mixed,41.54537526678189,0.7300538369722044,0.07414607872508812,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1595,Low-Density Mixed,1468.6819534287536,33.32925721425582,3.62121358974539,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1596,Low-Density Open Space,6127.157524460581,139.0454949407235,15.107250444719048,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1597,Medium-Density Mixed,941.6951727137229,16.547886971369966,1.6806444511019973,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1598,Open Land,155.88129647982043,17.47581686624788,0.5115347964387158,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1599,Point Sources,0.0,0.0,0.0,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1600,Septic Systems,0.0,23.890858199999993,0.0,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1601,Stream Bank Erosion,579641.0,509.0,161.0,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1602,Subsurface Flow,0.0,12193.560089157554,319.1843670397124,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1603,Wetlands,91.44378145853354,141.42537540908856,7.528002639510124,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1604,Wooded Areas,6996.500418309339,1359.2476060887723,78.00929959895063,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
1605,Barren Areas,16.53414556070641,50.74971638868417,1.7087455137676189,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1606,Cropland,11763.312333740423,80.8213082366186,19.062591507889582,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1607,Farm Animals,0.0,2170.9063692562345,495.49866801154315,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1608,Hay/Pasture,15312.094340912558,249.01535906723655,111.25131835947951,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1609,High-Density Mixed,4513.438619893122,91.61084360962109,9.379396750409049,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1610,Low-Density Mixed,6370.450822043636,147.75555707589993,16.029010686411336,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1611,Low-Density Open Space,18796.762302079373,435.9701005079022,47.29547597595444,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
1612,Medium-Density Mixed,15684.199204128598,318.3476815434332,32.59340370767144,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
